City,Airport Code,Trip Distance(km), Total Distance(km)
Hamadan,HDM,5830.071004,5909670.589799
Hayden,HDN,11276.953758,5920947.543557
Hoedspruit,HDS,15757.643481,5936705.187038
Hat Yai,HDY,8271.250982,5944976.438020
Heho,HEH,1584.191213,5946560.629232
Mandalay,MDL,135.646534,5946696.275767
Nyuang U,NYU,123.835212,5946820.110979
Hefei,HFE,2512.472810,5949332.583789
Huangshan,TXN,245.285954,5949577.869743
Hagfors,HFS,7934.581046,5957512.450789
Torsby,TYF,35.994851,5957548.445640
Mae Hong Son,HGN,7879.954708,5965428.400348
Hagerstown,HGR,13438.375698,5978866.776046
Hilton Head,HHH,876.192780,5979742.968826
Hibbing,HIB,1972.533031,5981715.501857
Horn Island,HID,13459.550260,5995175.052117
Hiroshima,HIJ,5102.978984,6000278.031101
Sendai,SDJ,826.226851,6001104.257952
Kanazawa,KMQ,443.729557,6001547.987509
Sacheon,HIN,765.985233,6002313.972742
Zhijiang,HJJ,1937.828662,6004251.801404
Phuket,HKT,2460.322417,6006712.123820
Ko Samui,USM,249.446616,6006961.570436
Krabi,KBV,199.935921,6007161.506357
Ulanhot,HLH,4761.970365,6011923.476721
Sohag,HMB,7954.796845,6019878.273567
Hemavan,HMV,4540.638235,6024418.911802
Vilhelmina,VHM,159.007262,6024577.919064
Hanamaki,HNA,7477.476649,6032055.395713
Haines,HNS,5974.477902,6038029.873615
Skagway,SGY,26.785763,6038056.659378
Hobbs,HOB,3798.957995,6041855.617373
Holguin,HOG,2969.195606,6044824.812979
Montego Bay,MBJ,303.955184,6045128.768163
Kingston,KIN,134.647293,6045263.415456
Hao Island,HOI,8075.068851,6053338.484307
Makemo,MKP,332.228154,6053670.712461
Homer,HOM,8505.845209,6062176.557669
Huron,HON,3885.896686,6066062.454355
Pierre,PIR,163.497038,6066225.951394
Hooper Bay,HPB,4564.149072,6070790.100466
Chevak,VAK,29.863944,6070819.964410
Scammon Bay,SCM,34.641157,6070854.605568
Haiphong,HPH,7857.930145,6078712.535713
Mattala,HRI,3196.114888,6081908.650600
Harrison,HRO,15246.693525,6097155.344125
Saga,HSG,11073.999506,6108229.343631
Huslia,HSL,5930.709382,6114160.053014
Hughes,HUS,102.167553,6114262.220567
Tanana,TAL,138.689553,6114400.910120
Ruby,RBY,167.486568,6114568.396689
Huntsville,HSV,5569.604790,6120138.001478
Hamilton Island,HTI,14367.128968,6134505.130446
Hotan,HTN,9640.498689,6144145.629135
Huntington,HTS,11438.760920,6155584.390055
Hue,HUI,13831.801062,6169416.191117
Huatulco,HUX,15575.022788,6184991.213906
Humberside,HUY,8984.444425,6193975.658330
Norwich,NWI,147.863495,6194123.521825
Hervey Bay,HVB,16157.105981,6210280.627806
Khovd,HVD,10175.839924,6220456.467730
Ulan Bator,ULN,1126.826801,6221583.294531
Muren,MXV,528.823028,6222112.117559
New Haven,HVN,9881.257315,6231993.374874
Hydaburg,HYG,4542.031710,6236535.406584
Hollis,HYL,32.706234,6236568.112818
Thorne Bay,KTB,23.957944,6236592.070762
Huangyan,HYN,8343.967149,6244936.037911
Liping,HZH,1250.417795,6246186.455706
Igarka,IAA,4830.802315,6251017.258021
Niagara Falls,IAG,7662.846219,6258680.104240
Yaroslavl,IAR,7481.000447,6266161.104687
Iasi,IAS,1429.465218,6267590.569906
Ibadan,IBA,4963.847274,6272554.417180
Ibague,IBE,8746.399112,6281300.816292
Cicia,ICI,11660.689343,6292961.505634
Wichita,ICT,10517.881066,6303479.386700
Idaho Falls,IDA,1394.815802,6304874.202502
Indore,IDR,12606.129218,6317480.331720
Nagpur,NAG,380.745784,6317861.077504
Raipur,RPR,279.323253,6318140.400757
Ivano-Frankivsk,IFO,5862.438591,6324002.839349
Matthew Town,IGA,8851.349538,6332854.188887
Mayaguana,MYG,170.143108,6333024.331994
Igdir,IGD,10490.226379,6343514.558373
Igiugig,IGG,8823.614583,6352338.172956
Iguazu Falls,IGR,13085.480536,6365423.653492
Salta,SLA,1111.132836,6366534.786328
Foz Do Iguacu,IGU,1109.128200,6367643.914528
Ilam,IIL,12497.544039,6380141.458567
Izhevsk,IJK,2639.462224,6382780.920791
Nikolski,IKO,7217.127418,6389998.048208
Tiksi,IKS,3585.499416,6393583.547624
Lleida,ILD,6770.925987,6400354.473611
Iliamna,ILI,8508.968665,6408863.442276
Ilorin,ILR,12215.124521,6421078.566797
Islay,ILY,5337.459754,6426416.026551
Imperatriz,IMP,7779.752045,6434195.778596
Sao Luis,SLZ,485.077070,6434680.855666
Teresina,THE,316.551437,6434997.407103
Iron Mountain,IMT,7209.950568,6442207.357671
Rhinelander,RHI,107.064116,6442314.421787
Inhambane,INH,14557.401516,6456871.823303
Vilankulu,VNX,206.830213,6457078.653516
Maputo,MPM,515.546549,6457594.200065
Chimoio,VPY,757.853390,6458352.053455
Innsbruck,INN,7708.188901,6466060.242357
Nauru,INU,14308.161632,6480368.403989
Tarawa,TRW,724.926690,6481093.330679
Majuro,MAJ,665.235404,6481758.566083
Kwajalein,KWA,431.187985,6482189.754068
Kosrae,KSA,645.944580,6482835.698648
Pohnpei,PNI,555.365017,6483391.063665
Chuuk,TKK,704.237287,6484095.300952
Ioannina,IOA,12753.454238,6496848.755190
Easter Island,IPC,15257.281304,6512106.036494
Ipoh,IPH,15919.635657,6528025.672150
Ipiales,IPI,19395.891403,6547421.563553
Williamsport,IPT,4490.675773,6551912.239326
Iquitos,IQT,5020.137118,6556932.376443
Tarapoto,TPP,454.862075,6557387.238519
Pucallpa,PCL,287.294359,6557674.532877
Kirakira,IRA,13424.291948,6571098.824826
Ulawa,RNA,66.752358,6571165.577184
La Rioja,IRJ,13210.331516,6584375.908700
Kirksville,IRK,8170.107549,6592546.016249
Isparta,ISE,9580.201849,6602126.218098
Ishigaki,ISG,8691.762622,6610817.980720
Miyako,MMY,122.205516,6610940.186236
Williston,ISN,10551.653794,6621491.840030
Islip,ISP,2538.420547,6624030.260576
Itaituba,ITB,5301.919702,6629332.180279
Ithaca,ITH,5591.176008,6634923.356286
Hilo,ITO,7625.381995,6642548.738281
Alofi,IUE,4609.345642,6647158.083923
Invercargill,IVC,3631.206463,6650789.290386
Ivalo,IVL,16725.126092,6667514.416477
Kittila,KTT,146.133881,6667660.550358
Iwami,IWJ,7137.115428,6674797.665786
Baghdogra,IXB,4217.002254,6679014.668040
Thimphu,PBH,135.010219,6679149.678259
Chandigarh,IXC,1280.261203,6680429.939462
Allahabad,IXD,757.492176,6681187.431638
Mangalore,IXE,1561.728759,6682749.160396
Belgaum,IXG,323.571211,6683072.731607
Madurai,IXM,768.490836,6683841.222443
Aurangabad,IXU,1151.989580,6684993.212022
Port Blair,IXZ,2065.627357,6687058.839379
Juiz de Fora,IZA,15206.008015,6702264.847394
Izumo,IZO,18422.659081,6720687.506475
Jacksn Hole,JAC,9128.500253,6729816.006728
Jaipur,JAI,12154.963410,6741970.970138
Jalapa,JAL,14805.532519,6756776.502657
Jacksonville,JAX,1950.948560,6758727.451217
Jonesboro,JBR,1022.775654,6759750.226871
Julia Creek,JCK,14683.266084,6774433.492955
Richmond,RCM,1692.570989,6776126.063944
Jodhpur,JDH,10556.400045,6786682.463989
Jingdezhen,JDZ,4328.832372,6791011.296361
Paamiut,JFR,9791.029071,6800802.325432
Narssarssuaq,UAK,242.493021,6801044.818453
Narsaq,JNS,43.534129,6801088.352582
Qaqortoq,JJU,22.395093,6801110.747675
Alluitsup Paa,LLU,37.275765,6801148.023441
Nanortalik,JNN,40.800405,6801188.823846
Jamnagar,JGA,9143.691026,6810332.514872
Jiayuguan,JGN,3293.526023,6813626.040895
Ji An,JGS,2089.504310,6815715.545205
Lahania-kapalua,JHM,8839.172970,6824554.718175
Kona,KOA,151.020346,6824705.738521
Ikaria,JIK,13625.200148,6838330.938669
Jiujiang,JIU,8015.923284,6846346.861953
Joenkoeping,JKG,7906.471931,6854253.333884
Joplin,JLN,7555.761177,6861809.095061
Jabalpur,JLR,13282.480472,6875091.575533
Mykonos,JMK,5406.600290,6880498.175823
Thira,JTR,115.782608,6880613.958431
Nea Anghialos,VOL,392.377205,6881006.335636
Jining,JNG,7896.913095,6888903.248732
Cyclades Islands,JNX,7823.075748,6896726.324479
Jinzhou,JNZ,7819.527840,6904545.852319
Joensuu,JOE,6103.142824,6910648.995143
Joinville,JOI,12013.881776,6922662.876920
Jolo,JOL,17525.113267,6940187.990187
Zamboanga,ZAM,150.844180,6940338.834367
Jos,JOS,12389.449228,6952728.283595
Joao Pessoa,JPA,5200.252475,6957928.536070
Ji-Paraná,JPR,2981.411163,6960909.947233
Skiathos,JSI,10373.599042,6971283.546275
Jessore,JSR,6354.906503,6977638.452778
Bauru,JTC,15742.572865,6993381.025643
Marília,MII,88.460927,6993469.486570
Juba,JUB,9344.803658,7002814.290228
Jujuy,JUJ,10908.408523,7013722.698752
Upernavik,JUV,10827.406828,7024550.105580
Qaanaaq,NAQ,641.731928,7025191.837507
Thule,THU,107.826003,7025299.663510
Quzhou,JUZ,8272.510523,7033572.174033
Jixi,JXA,2104.402439,7035676.576472
Jyvaskyla,JYV,6343.783356,7042020.359828
Kemi,KEM,379.732328,7042400.092156
Jiuzhaigou,JZH,6220.324202,7048620.416358
Kaduna,KAD,9948.823229,7058569.239587
Kake,KAE,11697.521236,7070266.760823
Kajaani,KAJ,6441.626682,7076708.387504
Kaltag,KAL,5705.251803,7082413.639307
Kano,KAN,11455.243941,7093868.883248
Kuusamo,KAO,6198.348728,7100067.231977
Kaitaia,KAT,15856.830962,7115924.062939
Kawthoung,KAW,9294.083172,7125218.146111
Myeik,MGZ,265.971623,7125484.117734
Dawei,TVY,190.483401,7125674.601135
Brich Creek,KBC,9676.187654,7135350.788789
Kuqa,KCA,7307.805243,7142658.594032
Coffman Cove,KCC,8636.954138,7151295.548169
North Whale Pass,WWP,21.140089,7151316.688258
Chignik Lagoon,KCL,1562.592091,7152879.280350
Chignik Lake,KCQ,16.137114,7152895.417464
Perryville,KPV,45.525263,7152940.942726
Kahramanmaras,KCM,9512.877700,7162453.820426
Kandahar,KDH,2719.056331,7165172.876757
Kendari,KDI,7166.409749,7172339.286506
Skardu,KDU,6560.744485,7178900.030991
Keflavik,KEF,6896.834151,7185796.865142
Edmonton,YEG,4921.536373,7190718.401515
Fort Mcmurray,YMM,401.018268,7191119.419783
Fort Chipewyan,YPY,235.136061,7191354.555844
Kemorovo,KEJ,7241.992790,7198596.548633
Nepalgunj,KEP,3041.751648,7201638.300281
Kengtung,KET,1963.664925,7203601.965206
Keewaywin,KEW,11666.687116,7215268.652322
False Pass,KFP,4426.670198,7219695.322520
Kastamonu,KFS,9197.932992,7228893.255512
Kananga,KGA,5375.477254,7234268.732767
Tshikapa,TSH,194.548938,7234463.281705
Kaliningrad,KGD,6819.430524,7241282.712229
Minsk 2,MSQ,494.223392,7241776.935621
Vilnius,VNO,196.893060,7241973.828681
Sandefjord,TRF,1039.993935,7243013.822616
Szczecin,SZZ,684.973007,7243698.795623
Kagau Island,KGE,13878.968185,7257577.763808
Karaganda,KGF,10217.674913,7267795.438720
Ust Kamenogorsk,UKK,657.525191,7268452.963911
Semiplatinsk,PLX,164.621007,7268617.584918
Kalgoorlie,KGI,9892.071669,7278509.656587
Kogalym,KGP,11153.782383,7289663.438971
Khorram Abad,KHD,3693.390524,7293356.829495
Kashi,KHG,2559.554423,7295916.383918
Shiquanhe,NGQ,903.665194,7296820.049112
Khasab,KHS,2399.138687,7299219.187798
Kristianstad,KID,4717.898082,7303937.085880
Kingfisher Lake,KIF,6062.658889,7309999.744769
Wunnumin Lake,WNN,40.151184,7310039.895953
Summer Beaver,SUR,54.299107,7310094.195061
Niigata,KIJ,8975.229337,7319069.424398
Kimberley,KIM,13946.181465,7333015.605863
Kerry,KIR,9603.770153,7342619.376016
Kisumu,KIS,7119.054190,7349738.430206
Chisinau,KIV,5258.064265,7354996.494471
Villafranca,VRN,1396.815730,7356393.310202
Kitoi Bay,KKB,8393.763732,7364787.073934
Seal Bay,SYB,8.050956,7364795.124890
Port Williams,KPR,36.272033,7364831.396923
Khon Kaen,KKC,9273.047885,7374104.444809
Kerikeri,KKE,9435.795300,7383540.240109
Kongiganak,KKH,10800.325068,7394340.565177
Kwigillingok,KWK,18.572066,7394359.137242
Kitakyushu,KKJ,5477.465933,7399836.603175
Kirkenes,KKN,6913.095817,7406749.698993
Vadso,VDS,37.762721,7406787.461713
Vardø,VAW,55.555797,7406843.017510
Kalskag,KLG,5322.360940,7412165.378450
Russian Mission,RSH,58.073492,7412223.451942
Levelock,KLL,382.535453,7412605.987396
Larsen Bay,KLN,244.260318,7412850.247714
Karluk,KYK,28.478681,7412878.726394
Kalkmar,KLR,7283.929944,7420162.656338
Klagenfurt,KLU,1124.680834,7421287.337173
Karlovy Vary,KLV,409.568489,7421696.905661
Miyazaki,KMI,9073.295924,7430770.201585
Kumamoto,KMJ,120.438621,7430890.640206
Kumasi,KMS,13341.647221,7444232.287427
Kone,KNQ,17853.043821,7462085.331248
Kanpur,KNU,10514.441278,7472599.772526
Kununurra,KNX,7022.064717,7479621.837243
Kupang,KOE,828.351983,7480450.189226
Maumere,MOF,231.802195,7480681.991421
Kruunupyy,KOK,11315.704748,7491997.696170
Pori,POR,260.465643,7492258.161813
Nakhon Phanom,KOP,7937.213329,7500195.375142
Sihanoukville,KOS,764.321599,7500959.696741
Siem-reap,REP,315.372081,7501275.068823
Phnom-penh,PNH,235.584318,7501510.653141
Kokshetau,KOV,5596.208409,7507106.861550
Point Baker,KPB,7636.830840,7514743.692390
Port Protection,PPV,2.676851,7514746.369240
Pohang,KPO,7143.197949,7521889.567189
Kramfors,KRF,7465.605331,7529355.172520
Karup,KRP,892.243721,7530247.416241
Kristiansand,KRS,221.038629,7530468.454869
Karamay,KRY,5142.001925,7535610.456795
Karlstad,KSD,4812.650281,7540423.107076
Kassel,KSF,927.457067,7541350.564143
Bakhtaran,KSH,3558.572493,7544909.136636
St Mary's,KSM,8951.686258,7553860.822894
Mountain Village,MOU,20.163250,7553880.986144
Pilot Station,PQS,44.581505,7553925.567649
Kostanay,KSN,6579.416627,7560504.984277
Kastoria,KSO,3451.607398,7563956.591674
Khanabad,KSQ,3785.552720,7567742.144394
Kars,KSY,1955.173531,7569697.317925
Karratha,KTA,10199.004199,7579896.322123
Ketapang,KTG,2227.209516,7582123.531639
Pontianak,PNK,195.410454,7582318.942094
Kitale,KTL,8278.500067,7590597.442161
Kudat,KUD,9097.956497,7599695.398658
Sandakan,SDK,176.582370,7599871.981028
Tawau,TWU,176.660574,7600048.641602
Taraken,TRK,125.886652,7600174.528253
Kushiro,KUH,5139.749759,7605314.278012
Kuopio,KUO,6957.226789,7612271.504801
Kulu,KUU,4871.696553,7617143.201354
Kunsan,KUV,4539.073231,7621682.274584
Kavala,KVA,8352.753229,7630035.027813
Kavieng,KVG,13162.579049,7643197.606862
Momote,MAS,380.351887,7643577.958749
Apatity,KVK,11212.581607,7654790.540356
Kivalina,KVL,4915.911000,7659706.451356
Point Hope,PHO,115.241432,7659821.692787
Cape Lisburne,LUR,64.851267,7659886.544055
Kirov,KVX,5566.312401,7665452.856456
Naryan-Mar,NNM,1004.272496,7666457.128952
Syktyvkar,SCW,646.109530,7667103.238482
Ukhta,UCT,231.900496,7667335.138978
Usinsk,USK,345.043419,7667680.182397
Kwangju,KWJ,5569.109816,7673249.292213
Konya,KYA,8024.020048,7681273.312262
Kyaukpyu,KYP,6179.355296,7687452.667557
Kyzyl,KYZ,3586.050074,7691038.717631
Kozani,KZI,5507.733562,7696546.451194
Kzyl-Orda,KZO,3576.737987,7700123.189180
Kutahya,KZR,2974.938081,7703098.127262
Lannion,LAI,2867.751743,7705965.879004
Laoag,LAO,10746.514969,7716712.393973
Al Bayda',LAQ,9689.105239,7726401.499212
Laramie,LAR,10186.690552,7736588.189765
Lamu,LAU,14536.133339,7751124.323104
Malindi,MYD,141.141518,7751265.464622
Lawton,LAW,14497.887131,7765763.351752
Bom Jesus Da Lapa,LAZ,7868.590587,7773631.942339
Leeds,LBA,8444.130276,7782076.072616
Murcia,MJV,1790.402774,7783866.475390
Luebeck,LBC,1988.335869,7785854.811258
Latrobe,LBE,6518.070179,7792372.881438
North Platte,LBF,1791.850338,7794164.731776
Long Banga,LBP,13878.201858,7808042.933634
Lambasa,LBS,7346.046997,7815388.980631
Libreville,LBV,17920.540120,7833309.520752
Lake Charles,LCH,11194.164106,7844503.684857
La Chorrera,LCR,4044.217536,7848547.902393
Leticia,LET,514.379410,7849062.281803
Tarapacá,TCD,149.338193,7849211.619995
Longyan,LCX,17386.152780,7866597.772775
Londrina,LDB,18761.644932,7885359.417707
Maringa,MGF,91.829083,7885451.246790
Tarbes,LDE,9118.423648,7894569.670438
Lord Howe Island,LDH,17768.646381,7912338.316819
Port Macquarie,PQQ,589.257554,7912927.574373
Lahad Datu,LDU,5462.716796,7918390.291169
Learmonth,LEA,3066.874170,7921457.165338
Lebanon,LEB,17564.819434,7939021.984772
Lençóis,LEC,6987.296001,7946009.280773
Le Havre,LEH,7991.851350,7954001.132123
Leon,LEN,889.738478,7954890.870600
Lexington KY,LEX,6462.843125,7961353.713726
La Fria,LFR,3537.183385,7964890.897110
Lafayette,LFT,3189.769887,7968080.666997
Dead Man's Cay,LGI,1848.475961,7969929.142958
Long Datih,LGL,16855.376294,7986784.519253
Legazpi,LGP,1436.504155,7988221.023408
Lago Agrio,LGQ,17307.348273,8005528.371680
Lifou,LIF,12691.101274,8018219.472955
Tiga,TGJ,68.621721,8018288.094675
Lihue,LIH,5970.574567,8024258.669242
Liberia,LIR,7910.867144,8032169.536387
Nicoya,TNO,42.844777,8032212.381164
Little Rock,LIT,2786.325324,8034998.706488
Lodja,LJA,12555.773981,8047554.480469
Lijiang,LJG,8876.414672,8056430.895141
Tengchong,TCZ,278.172554,8056709.067696
Lakeba Island,LKB,10149.165551,8066858.233246
Lokichoggio,LKG,16088.155116,8082946.388362
Long Akah,LKH,8921.335924,8091867.724286
Leknes,LKN,10125.824277,8101993.548563
Svolvær,SVJ,44.916469,8102038.465032
Stokmarknes,SKN,40.272193,8102078.737225
Lulea,LLA,456.192459,8102534.929684
Pajala,PJA,193.870542,8102728.800226
Lankaran,LLK,3548.333770,8106277.133996
Los Mochis,LMM,12490.536308,8118767.670304
Mazatlan,MZT,399.931887,8119167.602190
Limbang,LMN,14562.330424,8133729.932614
Klamath Falls,LMT,12277.761570,8146007.694184
Lamen Bay,LNB,9687.732687,8155695.426871
Lonorore,LNE,79.916728,8155775.343599
Longana,LOD,65.911484,8155841.255083
Santo,SON,83.085907,8155924.340989
Walaha,WLH,51.554336,8155975.895325
Lincang,LNJ,8539.699778,8164515.595103
Lincoln,LNK,12626.579275,8177142.174379
Lancaster,LNS,1728.541418,8178870.715797
Lanai,LNY,7765.015669,8186635.731466
Linz,LNZ,12289.903821,8198925.635287
Salzburg,SZG,100.689204,8199026.324491
Loei,LOE,8487.487282,8207513.811773
La Pedrera,LPD,17987.137190,8225500.948963
Linkoeping,LPI,9857.780625,8235358.729588
Lamap,LPM,14819.294961,8250178.024548
Norsup,NUS,61.329905,8250239.354453
Malekula Island,SWJ,46.347801,8250285.702255
Lappeenranta,LPP,14109.957176,8264395.659431
Lampang,LPT,7237.220280,8271632.879711
Le Puy,LPY,9016.544725,8280649.424436
Puerto Leguízamo,LQM,9124.544639,8289773.969075
Puerto Asis,PUU,206.992002,8289980.961077
Laredo,LRD,3877.313677,8293858.274754
La Romana,LRM,3276.035550,8297134.310304
Lorient,LRT,6678.794227,8303813.104531
La Crosse,LSE,6436.533773,8310249.638304
Sumburgh,LSI,5909.501773,8316159.140078
Lismore,LSY,16067.356841,8332226.496919
Ghadames,LTD,16498.603859,8348725.100778
Loreto,LTO,11166.777409,8359891.878188
Latacunga,LTX,4606.208423,8364498.086611
Coca,OCC,153.571470,8364651.658081
Luderitz,LUD,10205.919390,8374857.577472
Oranjemund,OMD,242.008992,8375099.586464
Ludhiaha,LUH,9131.002418,8384230.588882
Luxi,LUM,2332.266127,8386562.855010
Luena,LUO,9424.146955,8395987.001965
Langgur-Kei Islands,LUV,12339.638457,8408326.640422
Luwuk,LUW,1218.930069,8409545.570491
Lublin,LUZ,10796.108121,8420341.678612
Livingstone,LVI,7685.224304,8428026.902916
Mpumalanga,MQP,1002.283664,8429029.186580
Lewisburg,LWB,13525.652043,8442554.838623
Gyumri,LWN,9600.096868,8452154.935491
Lvov,LWO,1845.920866,8454000.856356
Luang Namtha,LXG,7356.166981,8461357.023337
Luxor,LXR,6956.812362,8468313.835698
Luoyang,LYA,7528.433069,8475842.268767
Lynchburg,LYH,11950.467932,8487792.736699
Linyi,LYI,11764.594839,8499557.331538
Faisalabad,LYP,4209.176308,8503766.507846
Svalbard,LYR,5884.212290,8509650.720136
Lazard Cardenas,LZC,8642.974622,8518293.694758
Luzhou,LZO,14019.959491,8532313.654249
Midland,MAF,12652.916394,8544966.570642
Matamoros,MAM,823.479501,8545790.050144
Tak,MAQ,14982.729340,8560772.779484
Maracaibo,MAR,16800.912078,8577573.691562
Puerto Cabello,PBL,399.659568,8577973.351130
Mayaguez,MAZ,870.268693,8578843.619823
Monbetsu,MBE,12398.013244,8591241.633067
Manistee,MBL,9010.787184,8600252.420251
Saginaw,MBS,192.121047,8600444.541297
Masbate,MBT,13192.839135,8613637.380433
Merced,MCE,11350.134429,8624987.514861
Mcgrath,MCG,3705.728396,8628693.243257
Takotna,TCT,24.192216,8628717.435473
Tatalina,TLJ,10.164111,8628727.599584
McCook,MCK,4385.260978,8633112.860563
Macapa,MCP,6698.393354,8639811.253917
McArthur River Mine,MCV,18030.689195,8657841.943112
Maroochydore,MCY,2087.206959,8659929.150071
Mudanjiang,MDG,8262.467360,8668191.617430
Harrisburg,MDT,10234.132558,8678425.749988
Mendi,MDU,14493.041089,8692918.791077
Manta,MEC,15030.903454,8707949.694531
Mare,MEE,12161.464600,8720111.159131
Malanje,MEG,15387.577222,8735498.736353
Saurimo,VHC,452.004951,8735950.741304
Meridian,MEI,12379.095374,8748329.836678
Mcallen,MFE,1146.149528,8749475.986206
San Luis Potosi,SLP,514.425273,8749990.411479
Macau,MFM,13821.134568,8763811.546047
Ninbo,NGB,1160.077069,8764971.623117
Weifang,WEF,788.953428,8765760.576545
Medford,MFR,9215.881483,8774976.458028
Mfuwe,MFU,15971.526029,8790947.984057
Managua,MGA,13317.744316,8804265.728373
San Salvador,SAL,344.835937,8804610.564310
Tegucigalpa,TGU,210.198914,8804820.763224
San Pedro Sula,SAP,172.389011,8804993.152235
Roatan,RTB,177.962624,8805171.114859
Mount Gambier,MGB,14828.727767,8819999.842627
Margate,MGH,9517.138697,8829516.981324
MONTGOMERY,MGM,14111.457358,8843628.438682
Mannheim,MHG,7666.961287,8851295.399969
Manhattan,MHK,7744.536028,8859039.935997
Mariehamn,MHQ,7561.832120,8866601.768117
Turku,TKU,137.293327,8866739.061444
Manchester NH,MHT,6146.068023,8872885.129468
Merida,MID,2975.286300,8875860.415767
Villahermosa,VSA,465.365925,8876325.781693
Vera Cruz,VER,377.467709,8876703.249402
Tampico,TAM,391.399835,8877094.649237
Mianyang,MIG,13573.946880,8890668.596117
Merimbula,MIM,8932.346637,8899600.942754
Moruya,MYA,114.480347,8899715.423101
Misima Island,MIS,2816.199264,8902531.622366
Mahajanga,MJN,11410.342067,8913941.964433
Mamuju,MJU,8076.337920,8922018.302353
Mirnyj,MJZ,7253.073664,8929271.376018
Yakutia,PYJ,440.441429,8929711.817446
Muskegon,MKG,7731.677026,8937443.494473
Mukah,MKM,14572.742990,8952016.237462
Merauke,MKQ,3389.135916,8955405.373379
Manokwari,MKW,1103.168571,8956508.541950
Moline,MLI,13674.669401,8970183.211351
Marshall,MLL,5105.087138,8975288.298489
Milos,MLO,9039.951695,8984328.250184
Monroe,MLU,9884.530143,8994212.780327
Malatya,MLX,10592.150599,9004804.930927
Manley Hot Springs,MLY,8488.713247,9013293.644173
Minto,MNT,61.888128,9013355.532302
Memanbetsu,MMB,4605.268568,9017960.800869
Teesside,MME,8600.121352,9026560.922221
Mammoth Lakes,MMH,8163.746657,9034724.668879
Matsumoto,MMJ,8634.658121,9043359.327000
Murmansk,MMK,6863.806100,9050223.133101
Maio,MMO,7110.262665,9057333.395766
Morristown,MMU,5676.329465,9063009.725231
Mobile,MOB,1675.635835,9064685.361066
Montes Claros,MOC,7094.348946,9071779.710012
Modesto,MOD,10049.654986,9081829.364997
Mitiaro Island,MOI,7457.107765,9089286.472762
Minot,MOT,9413.734504,9098700.207267
Moranbah,MOV,13326.802561,9112027.009828
Mpacha,MPA,12483.133688,9124510.143516
Rundu,NDU,473.255982,9124983.399498
Caticlan,MPH,11689.282879,9136672.682377
Mount Pleasant,MPN,15578.120682,9152250.803059
Punta Arenas,PUQ,850.590272,9153101.393330
Rio Gallegos,RGL,187.098513,9153288.491844
Mulatupo,MPP,6782.309836,9160070.801680
Magnetiogorsk,MQF,11965.071675,9172035.873355
Mardin,MQM,2275.683971,9174311.557326
Marquette,MQT,9374.761151,9183686.318477
Makale,MQX,11517.316128,9195203.634605
Shire Indasilase,SHC,152.174033,9195355.808638
Masai Mara,MRE,1758.923189,9197114.731827
Moree,MRZ,12308.718857,9209423.450684
Muskrat Dam,MSA,14449.123949,9223872.574633
Sachigo Lake,ZPB,57.588525,9223930.163158
Misawa,MSJ,8321.767240,9232251.930397
Muscle Shoals,MSL,10244.449443,9242496.379841
Madison,MSN,945.247649,9243441.627489
Missoula,MSO,1981.259250,9245422.886740
Mus,MSR,10189.803485,9255612.690224
Massena,MSS,8752.803821,9264365.494046
Maseru,MSU,13195.276054,9277560.770100
Massawa,MSW,5176.273627,9282737.043727
New Orleans,MSY,12607.354654,9295344.398381
Mocamedes,MSZ,12022.824243,9307367.222624
Montrose CO,MTJ,13655.546750,9321022.769374
Monteria,MTR,4597.147225,9325619.916600
Manzini,MTS,12143.201738,9337763.118338
Minatitlan,MTT,14409.910259,9352173.028596
Ablow,MTV,11272.708488,9363445.737084
Sola,SLH,27.993116,9363473.730200
Loh/Linua,TOH,113.278879,9363587.009079
Gaua Island,ZGU,142.477598,9363729.486677
Kamuela,MUE,5533.812008,9369263.298685
Mauke Island,MUK,4466.811258,9373730.109943
Ghriss,MUW,17248.198698,9390978.308641
Tiaret,TID,120.382236,9391098.690877
Mitu,MVP,8273.924862,9399372.615738
Maroua,MVR,9379.931279,9408752.547017
Mataiva,MVT,18104.626261,9426857.173278
Marion,MWA,8539.689627,9435396.862905
Maewo Island,MWF,12143.677275,9447540.540180
Moro,MXH,2876.228831,9450416.769011
Mexicali,MXL,11465.961306,9461882.730317
Myitkyina,MYT,12698.177484,9474580.907802
Putao,PBU,216.543857,9474797.451658
Mekoryuk,MYU,7723.550853,9482521.002511
Merzifon,MZH,8587.947581,9491108.950092
Manizales,MZL,11372.666872,9502481.616964
Nakhchivan,NAJ,12227.014470,9514708.631435
Nanchong,NAO,5499.079958,9520207.711392
Nevsehir,NAV,6429.815003,9526637.526395
Narathiwat,NAW,7584.871603,9534222.397998
Nukus,NCU,5745.945521,9539968.343519
Nouadhibou,NDB,7383.603107,9547351.946626
Nouakschott,NKC,335.030896,9547686.977522
Qiqihar,NDG,11718.382953,9559405.360476
El Aroui,NDR,9454.655811,9568860.016287
Nikolai,NIB,8824.215782,9577684.232069
Najaf,NJF,9320.002312,9587004.234381
Nuevo Laredo,NLD,12384.959764,9599389.194145
Nelson Lagoon,NLG,5761.691893,9605150.886038
Norfolk Island,NLK,9899.734880,9615050.620919
Xinyuan,NLT,11772.775586,9626823.396505
Nightmute,NME,6929.181781,9633752.578285
Toksook Bay,OOK,22.549946,9633775.128231
Tununak,TNK,10.773191,9633785.901423
